season,site,parameter,t_mean01,t_mean99,t_slope_behind_01,t_slope_behind_99,t_sd_0199
snowmelt,tamasag,Turbidity,0,895.049580688477,-33.1403881276449,31.4091279652913,108.16981752982448
winter_baseflow,tamasag,Turbidity,0,154.214193115235,-6.7594752035141,10.4084792887369,23.929709662838036
snowmelt,timberline,Battery Level,68.6945784,69.4325284,-0.001132266666667,NA,0.21750839618174986
fall_baseflow,timberline,Depth,0.133900788328171,1.04388579981995,-8.11854951095582e-4,9.00723218536371e-4,0.2018241390643999
monsoon,timberline,Depth,0.233789138747692,1.20181537945175,-0.0014089243932724,0.00230850783157348,0.21691396367754848
snowmelt,timberline,Depth,0.427633181179047,1.94577439489746,-0.00302569205932617,0.00399519087638854,0.38738055169154795
winter_baseflow,timberline,Depth,0.503703144784927,0.934827787267685,-0.00107814179801941,9.95969512367242e-4,0.10310707837021467
fall_baseflow,timberline,DO,5.34734318256378,13.0548293113709,-0.0386367797851562,0.0377454760869344,1.3677382933144935
monsoon,timberline,DO,5.76724566936493,11.8730628585815,-0.0348772506713867,0.0330616086324056,1.1098030230926093
snowmelt,timberline,DO,6.63179070472717,9.69313199043274,-0.0309143044153849,0.0284970744450887,0.5251040340852543
winter_baseflow,timberline,DO,7.01336097717285,13.4212390899658,-0.0355545756022135,0.0361240596771239,1.5713618207426596
fall_baseflow,timberline,External Voltage,15.5430002212524,15.668999671936,-0.00300000508626302,0.00300000508626302,0.025666289640037174
monsoon,timberline,External Voltage,15.6059999465942,15.7320003509521,-0.00300000508626302,0.00300000508626302,0.02867254533841288
snowmelt,timberline,External Voltage,15.6059999465942,15.7229995727539,-0.00300000508626302,0.00300000508626302,0.02536594824450444
winter_baseflow,timberline,External Voltage,15.5520000457764,15.7049999237061,-0.0030000050862629,0.00300000508626302,0.029745214985708694
fall_baseflow,timberline,ORP,0.28223626373291,0.489956687927246,-5.28679524739582e-4,4.04715983072917e-4,0.04804701562781775
monsoon,timberline,ORP,0.19546902847290001,0.46986548614502,-0.00145179748535156,8.91281575520833e-4,0.05312206695336596
snowmelt,timberline,ORP,0.269130775756836,0.513347680664063,-0.00146388834635417,0.00125436446126302,0.05467470743512036
winter_baseflow,timberline,ORP,0.191129585266113,0.513139102783203,-0.001027794921875,0.00105192551676431,0.07407570612080402
fall_baseflow,timberline,pH,7.6301636505127,8.67826736450195,-0.00438762124379472,0.00516728719075521,0.2212204571713328
monsoon,timberline,pH,7.44515514373779,8.89583110809326,-0.00491940434773763,0.00637368774414062,0.3165478456252679
snowmelt,timberline,pH,7.10728664398193,8.05494541168213,-0.00613973871866862,0.00665714136759438,0.161086839628284
winter_baseflow,timberline,pH,7.15121402740479,9.01565613746643,-0.0120950845082601,0.0125395762125652,0.4438018149381344
fall_baseflow,timberline,Specific Conductivity,159.550595092773,1319.25563598633,-1.35020930989584,0.883342488606771,312.5467671366022
monsoon,timberline,Specific Conductivity,118.423054885864,935.559600219726,-2.61436564127604,0.892887003580733,228.93622210097462
snowmelt,timberline,Specific Conductivity,55.1406753540039,975.134460449218,-1.91164129638672,1.05997322591146,144.81269360850663
winter_baseflow,timberline,Specific Conductivity,162.485604248047,925.423522949219,-3.09454028320313,1.9307607014974,232.04180070816204
fall_baseflow,timberline,Temperature,1.7691495513916,17.8274139976501,-0.0103579521179199,0.0211152474085491,3.596279922889942
monsoon,timberline,Temperature,13.1522375106812,25.512165184021,-0.0124192759195964,0.0214536031087239,2.485213163451945
snowmelt,timberline,Temperature,6.95045313835144,18.7664898490906,-0.0111045710245768,0.0219581972757976,2.247278093674494
winter_baseflow,timberline,Temperature,1.66369026303291,17.6763430595398,-0.0146464983622233,0.0251471939086914,3.6647892412176124
fall_baseflow,timberline,Turbidity,0.859968147277832,293.975639648437,-6.60418584060669,5.9077496681212,41.433765550549374
monsoon,timberline,Turbidity,0.950311636328697,590.70414123535,-7.88207706705729,7.74048264567057,56.0842364960678
snowmelt,timberline,Turbidity,6.03862664030426,318.418151245117,-9.7227540283203,10.3173205464681,49.51118300013312
winter_baseflow,timberline,Turbidity,3.13609900474548,1002.4017578125,-18.5394708951314,18.1997691669465,226.0732784081662
