site,crew,date,start_time_mst,visit_type,sensor_pulled,sensor_deployed,sensor_swapped_notes,sensors_cleaned,wiper_working,rdo_cap_condition,rdo_cap_replaced,ph_junction_replaced,cals_performed,cal_report_collected,photos_downloaded,sensor_malfunction,visit_comments,start_DT,DT_round,DT_join,field_season,last_site_visit,sonde_employed,end_dt
boxelder,Marin MacDonald,2022-10-04,15:00,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity",Yes,NA,NA,"ELC looked good. Calibrated all sensors but RDO. Water relatively clear, but sensors needed cleaning (guessing the rain last weekend brought in some heavier sediment loads).",2022-10-04T22:00:00Z,2022-10-04T22:00:00Z,2022-10-04 15:00:00,2022,2022-10-04T22:00:00Z,0,NA
boxelder,Eric Williams,2022-10-17,16:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,RDO,Yes,"Yes, camera stopped taking pictures on 10/15 but seemed to be working?",NA,Replaced AT and VuLink batteries. AT battery level did not update after battery replacement and still has not updated. Cleaned sonde and downloaded photos. Stage and Q are very very low.,2022-10-17T23:00:00Z,2022-10-17T23:00:00Z,2022-10-17 16:00:00,2022,2022-10-17T23:00:00Z,0,NA
boxelder,Eric Williams,2022-10-28,13:47,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,"no, will check next time",NA,River stage and volume very high. Light leaf litter concentrations floating both on surface and below 1m deep. Replaced AT600 batteries and its battery is still reading too low (25%) as I used new batteries. Needs to be checked again.,2022-10-28T20:47:00Z,2022-10-28T20:45:00Z,2022-10-28 13:45:00,2022,2022-10-28T20:45:00Z,0,NA
boxelder,Marin MacDonald and Eric Williams,2022-11-15,15:49,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,field pics taken,NA,"Pulled sensor, River very low. River was beginning to freeze in shaded pools.",2022-11-15T22:49:00Z,2022-11-15T22:45:00Z,2022-11-15 15:45:00,2022,2022-11-15T22:45:00Z,1,NA
boxelder,"Sam Struthers, Katie Willi",2023-03-30,11:00,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,no,NA,Sonde deployed,2023-03-30T18:00:00Z,2023-03-30T18:00:00Z,2023-03-30 11:00:00,2023,2023-03-30T18:00:00Z,0,NA
boxelder,Eric Williams,2023-04-18,13:03,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,"Installed camera. Cleaned sonde and replaced sonde (AT 600) batteries. Even after replacing batteries, AT600 still saying 0% battery. This might be a glitch we need to tell In-Situ about. Saw several fish and angled camera down towards river with door stop.",2023-04-18T20:03:00Z,2023-04-18T20:00:00Z,2023-04-18 13:00:00,2023,2023-04-18T20:00:00Z,0,NA
boxelder,Eric Williams,2023-04-25,13:06,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity, DO",Yes,No,NA,Battery still saying 0% on AT600. Calibrated and cleaned sonde. Strapped PCV to stairs near water with black rubber strap with a QuickLink to make it reach all the way. Low flow with two fish jumps. Lots of algae/nasty stuff on water surface in still areas,2023-04-25T20:06:00Z,2023-04-25T20:00:00Z,2023-04-25 13:00:00,2023,2023-04-25T20:00:00Z,0,NA
boxelder,Eric Williams,2023-05-17,13:28,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,NA,"No, will come back to collect SD card",x,"Cleaned. Water very turbid, murky, chocolate water. Lots of suspended sediment and some LWD. Replaced VuLink and sonde batteries with sonde still reporting 0% even with fresh batteries.",2023-05-17T20:28:00Z,2023-05-17T20:15:00Z,2023-05-17 13:15:00,2023,2023-05-17T20:15:00Z,0,NA
boxelder,Chloe Miller and Eric Williams,2023-05-22,12:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, pH, ORP, conductivity, turbidity",Yes,"Yes, SD card collected and replaced",x,"Battery still messed up on AT600: remains 0% even after disconnecting from both sonde and VuLink and waiting before installing batteries. Calibrated. Water depth and discharge high with turbidity reading 50NTU. Had to factory reset sonde after calling In-Situ because memory was full, causing conductivity calibration to fail while cal report was being generated >:/ Replaced camera SD and batteries.",2023-05-22T19:50:00Z,2023-05-22T19:45:00Z,2023-05-22 12:45:00,2023,2023-05-22T19:45:00Z,0,NA
boxelder,"Chloe Miller, Jed Lichtensztajn",2023-06-06,07:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, pH, ORP, conductivity, turbidity",Yes,No,NA,"Live readings looked good initially, the depth was 8.24ft! Super clean Sonde, troll battery doesn't work still. 10NTU read 5. Camera face planted into the ground, so we reattached to pole. Some of the temps were not stable when accepting calibrations",2023-06-06T14:50:00Z,2023-06-06T14:45:00Z,2023-06-06 07:45:00,2023,2023-06-06T14:45:00Z,0,NA
boxelder,Jed Lichtensztajn,2023-06-13,11:02,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,Yes,NA,"VuLink Batterry was at 62%, I cleaned the sensor it had a small amount of sediment on it, after this the live readings improved and looked accurate. depth was 7.33 feet when I deployed AT and turbidity was in the 70s. I collected the SD card and replaced it with a new one, there was no need to add sign because there was one already right by the camera. Cleaned housing",2023-06-13T18:02:00Z,2023-06-13T18:00:00Z,2023-06-13 11:00:00,2023,2023-06-13T18:00:00Z,0,NA
boxelder,Sam Struthers,2023-06-23,08:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,"Yes, SD card collected",NA,"Turbidity was very high on hydroVu. sonde was reading 80NTU at arrival and had some but not much sediment build up. cleaned sonde and tested in tap water (recorded 3-5 NTU), wiper was a bit worn so i replaced it with a new one. redeployed sonde and was now recording 14-18NTU. re started log, sent test upload and disconnected.",2023-06-23T15:45:00Z,2023-06-23T15:45:00Z,2023-06-23 08:45:00,2023,2023-06-23T15:45:00Z,0,NA
boxelder,"Chloe Miller, Jed Lichtensztajn",2023-06-28,07:40,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, conductivity, pH, ORP, turbidity",Yes,No,NA,"Updated software, but needed to disconnect and reconnect to get the blue ""paused"" bar. Live readigns: depth 5.3ft, RDO low (4, 46%), and turb high (200ish). Pretty clean, little sediment. Temp wouldn't stabilize on pH7 and RDO. Perhaps pH7 temp didn't stabilize (nomial) because it was super hot out. Same prob w pH10 but it fixed itself in the shade. Cleaned housing, and brought sonde up 1.3ft w black duct tape.",2023-06-28T14:40:00Z,2023-06-28T14:30:00Z,2023-06-28 07:30:00,2023,2023-06-28T14:30:00Z,0,NA
boxelder,Chloe Miller,2023-06-29,08:46,Sensor Cleaning or Check,NA,NA,NA,No,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,"HydroVu data was looking wonky. The numbers were fluctuating significantly within one day. Turbidity was reading numbers in the 700NTU range, and RDO hung around 50% and less than 4mg/L. This all seemed odd considering Jed and I calibrated yesterday. The live readings were all good upon site arrival, and the Sonde had very little sediment on only a fraction of the cap. Moved the Sonde up to 2.6ft with gray tape. I dug around the PVC trying to clear out excess sediment, but it didn't seem like there was that much. It was quite difficult to reach, however, and so my cleaning was likely not the most efficient. I believe a hook would be helpful to get around the stairs under the pipe fully.",2023-06-29T15:46:00Z,2023-06-29T15:45:00Z,2023-06-29 08:45:00,2023,2023-06-29T15:45:00Z,0,NA
boxelder,Jed Lichtensztajn,2023-07-17,08:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, conductivity, ORP, Ph, Turbidity",Yes,Sd card collected and field pics taken,NA,"Mild sediment on sensors, after I cleaned the housing the brush got stuck in the housing I had to cut the top of the PVC inorder to get it out I retapped it on, we should glue it. The bottom of the housing is buried in sediment in the bottom of the river. the AT was in the water however, not touching the sediment. Water levels are significantly lower than last time I was there, lots of bottom of the river are exposed. Calibrated the sonde and live readings looked good, however conductivity was higher than it has been reading 587.05 micro S/cm. Lastly I swapped out the SD cards and put new batteries in the camera. Camera battery was at 0% uppon arrival may have some missing fotos due this.",2023-07-17T15:30:00Z,2023-07-17T15:30:00Z,2023-07-17 08:30:00,2023,2023-07-17T15:30:00Z,0,NA
boxelder,sam Struthers,2023-07-19,12:45,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,"yes, reset camera",NA,"tried to solve sediment issues, moved some sediment near the housing, will need to dig out channel to ensure flow is more concentrated at sonde. deployed at .8 ft up from 1.04 ft. reset camera to reduce pictures taken",2023-07-19T19:45:00Z,2023-07-19T19:45:00Z,2023-07-19 12:45:00,2023,2023-07-19T19:45:00Z,0,NA
boxelder,"Sam Struthers, Juan De La Torre",2023-08-01,08:00,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,Na,"Yes, SD card collected","DO at 0, vu link could not turn on","sensor was filled with sediment, tried to connect to vu link but it would not stay turned on. tried to replace batteries, issue persisted and could not connect to vu link. cleaned sensor and was able to check live readings with sonde itself, everything looked good in that regard. vu link likely needs to get sent in for repairs. sonde would not stay connected when turned upside down for deployment, started new log and redeployed.",2023-08-01T15:00:00Z,2023-08-01T15:00:00Z,2023-08-01 08:00:00,2023,2023-08-01T15:00:00Z,0,NA
boxelder,Sam Struthers,2023-08-04,12:00,Sensor Cleaning or Check,x,x,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,no,vu link unresponsive,"vu link was uploading data correctly but would not connect via vu situ or turn on. tried batteries, did not work. replaced with rental 926189-23215. connected just fine then. cleaned and checked live readings. removed cap to allow Sediment to pass thru.",2023-08-04T19:00:00Z,2023-08-04T19:00:00Z,2023-08-04 12:00:00,2023,2023-08-04T19:00:00Z,0,NA
boxelder,"Sam Struthers, Juan De La Torre",2023-08-10,09:30,Sensor Cleaning or Check,NA,NA,NA,Yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turb",Yes,SD card,NA,"Calibrated all sensors, went easily, Rental vulink works properly. Removed some debris from housing but sediment is still an issue",2023-08-10T16:30:00Z,2023-08-10T16:30:00Z,2023-08-10 09:30:00,2023,2023-08-10T16:30:00Z,0,NA
boxelder,Jed Lichtensztajn,2023-09-15,13:00,Sensor Cleaning or Check,x,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,no,no,sensor burial,Removed from housing due to consistent burial issues at the location,2023-09-15T20:00:00Z,2023-09-15T20:00:00Z,2023-09-15 13:00:00,2023,2023-09-15T20:00:00Z,1,NA
cbri,"Sam Struthers, Juan De La Torre",2023-09-05,11:55,Sensor Cleaning or Check,NA,x,Deployed AT700: 1054424,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,Deployed sonde then sampled. Took a sec for the sonde to be recognized by vu link,2023-09-05T18:55:00Z,2023-09-05T18:45:00Z,2023-09-05 11:45:00,2023,2023-09-05T18:45:00Z,0,NA
cbri,Sam Struthers,2023-09-21,10:40,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,"Downloaded log from 9/5-9/21, cleaned sensors, very clean, live readings were good other than RDO, opted not to calibrate since log preview values looked good",2023-09-21T17:40:00Z,2023-09-21T17:30:00Z,2023-09-21 10:30:00,2023,2023-09-21T17:30:00Z,0,NA
cbri,"Sam Struthers, Juan De La Torre",2023-10-05,09:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,"No, Field pics taken",NA,"Downloaded log 9/21-10/05, swapped 15 ft cable for a 6 ft cable, redeployed,started new log. Disconncected at 10:00 mdt",2023-10-05T16:45:00Z,2023-10-05T16:45:00Z,2023-10-05 09:45:00,2023,2023-10-05T16:45:00Z,0,NA
chd,Sam Struthers,2023-09-07,07:45,Sensor Cleaning or Check,NA,x,Deployed AT700: 1045883,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,Deployed sonde in morning then sampled.,2023-09-07T14:45:00Z,2023-09-07T14:45:00Z,2023-09-07 07:45:00,2023,2023-09-07T14:45:00Z,0,NA
chd,Sam Struthers,2023-09-21,12:15,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,"Downloaded log from 9/7-9/21, cleaned sensors, very clean, live readings were good other than RDO, opted not to calibrate since log preview values looked good",2023-09-21T19:15:00Z,2023-09-21T19:15:00Z,2023-09-21 12:15:00,2023,2023-09-21T19:15:00Z,0,NA
chd,"Sam Struthers, Juan De La Torre",2023-10-05,11:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,"No, Field pics taken",NA,"Downloaded log 9/21-10/05, pulled sonde, cleaned benthic algae off sonde housing, redeployed,started new log, chla higher than arrival due to cleaning. Data should be flagged until 13:00 mdt Disconncected at 12:50 mdt. Flows much lower than 9/21",2023-10-05T18:30:00Z,2023-10-05T18:30:00Z,2023-10-05 11:30:00,2023,2023-10-05T18:30:00Z,0,NA
boxelder,Nick Gubbins,2021-08-17,10:12,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,NA,No,No,None,No,No,NA,Sonde pulled and cleaned,2021-08-17T17:12:00Z,2021-08-17T17:00:00Z,2021-08-17 10:00:00,2021,2021-08-17T17:00:00Z,0,NA
boxelder,Katie Willi,2021-09-13,12:10,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,"Replaced batteries inVuLink, downloaded data",2021-09-13T19:10:00Z,2021-09-13T19:00:00Z,2021-09-13 12:00:00,2021,2021-09-13T19:00:00Z,0,NA
boxelder,Katie Willi,2021-10-05,09:18,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,Cleaned and checked sonde,2021-10-05T16:18:00Z,2021-10-05T16:15:00Z,2021-10-05 09:15:00,2021,2021-10-05T16:15:00Z,0,NA
boxelder,Katie Willi,2021-11-23,09:30,Sensor Cleaning or Check,x,NA,NA,No,Yes,"Good (mostly black, white speckles)",No,No,None,No,Yes,NA,Pulled sensor and game camera for winter,2021-11-23T16:30:00Z,2021-11-23T16:30:00Z,2021-11-23 09:30:00,2021,2021-11-23T16:30:00Z,1,NA
boxelder,Eric Williams and Katie Willi,2022-04-22,13:50,Sensor Cleaning or Check,NA,x,NA,NA,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity, Level",Yes,NA,NA,Deployed AT 600 without VuLink,2022-04-22T20:50:00Z,2022-04-22T20:45:00Z,2022-04-22 13:45:00,2022,2022-04-22T20:45:00Z,0,NA
boxelder,Eric Williams and Marin MacDonald,2022-05-10,10:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Turbidity",Yes,No,NA,Water level is rising,2022-05-10T17:00:00Z,2022-05-10T17:00:00Z,2022-05-10 10:00:00,2022,2022-05-10T17:00:00Z,0,NA
boxelder,Eric Williams and Katie Willi,2022-05-26,07:21,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,sonde,"Sensor buried in sediment and was pushed up to near the kink in the tube, so sensor was pulled. New site needed.",2022-05-26T14:21:00Z,2022-05-26T14:15:00Z,2022-05-26 07:15:00,2022,2022-05-26T14:15:00Z,1,NA
elkhornlower,Katie Willi and Nick Gubbins,2022-05-17,15:00,Sensor Cleaning or Check,NA,x,NA,NA,NA,"Good (mostly black, white speckles)",No,No,"pH, ORP, Turbidity, DO, Conductivity",Yes,NA,NA,Deployed sensor without wiper.,2022-05-17T22:00:00Z,2022-05-17T22:00:00Z,2022-05-17 15:00:00,2022,2022-05-17T22:00:00Z,0,NA
elkhornlower,Katie Willi and Dan Nicks,2022-05-22,12:00,Sensor Cleaning or Check,NA,NA,NA,Yes,NA,"Good (mostly black, white speckles)",No,No,None,No,NA,NA,Fortified installation,2022-05-22T19:00:00Z,2022-05-22T19:00:00Z,2022-05-22 12:00:00,2022,2022-05-22T19:00:00Z,0,NA
elkhornlower,Eric Williams and Katie Willi,2022-06-01,09:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,NA,Installed wiper,2022-06-01T16:45:00Z,2022-06-01T16:45:00Z,2022-06-01 09:45:00,2022,2022-06-01T16:45:00Z,0,NA
elkhornlower,Eric Williams,2022-06-13,12:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"ORP, DO, Conductivity, pH",Yes,NA,ph,"pH not reading data, everything else looks good, turbidity not calibrated since 5/16",2022-06-13T19:00:00Z,2022-06-13T19:00:00Z,2022-06-13 12:00:00,2022,2022-06-13T19:00:00Z,0,NA
elkhornlower,Eric Williams,2022-06-20,10:30,Sensor Cleaning or Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20T17:30:00Z,2022-06-20T17:30:00Z,2022-06-20 10:30:00,2022,2022-06-20T17:30:00Z,0,NA
elkhornlower,Eric Williams,2022-07-08,09:05,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,Upgraded VuLink,2022-07-08T16:05:00Z,2022-07-08T16:00:00Z,2022-07-08 09:00:00,2022,2022-07-08T16:00:00Z,0,NA
elkhornlower,Katie Willi and Cory Dick,2022-08-11,09:57,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,Battery is getting low. Should replace batteries next time it is visited.,2022-08-11T16:57:00Z,2022-08-11T16:45:00Z,2022-08-11 09:45:00,2022,2022-08-11T16:45:00Z,0,NA
elkhornlower,Eric Williams,2022-08-27,16:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,NA,NA,"Replaced VuLink batteries, cleaned sensor, corrected VuLink time",2022-08-27T23:30:00Z,2022-08-27T23:30:00Z,2022-08-27 16:30:00,2022,2022-08-27T23:30:00Z,0,NA
elkhornlower,Katie Willi and Cory Dick,2022-09-13,09:12,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity",Yes,No,NA,Cleaned sonde and calibrated. Batteries are dropping faster (probably cold nights),2022-09-13T16:12:00Z,2022-09-13T16:00:00Z,2022-09-13 09:00:00,2022,2022-09-13T16:00:00Z,0,NA
elkhornlower,Katie Willi,2022-10-21,09:40,Sensor Cleaning or Check,x,NA,NA,NA,NA,NA,NA,NA,None,No,field pics taken,NA,Pulled sensor for winter.,2022-10-21T16:40:00Z,2022-10-21T16:30:00Z,2022-10-21 09:30:00,2022,2022-10-21T16:30:00Z,1,NA
elkhornupper,Katie Willi and Nick Gubbins,2022-05-17,13:45,Sensor Cleaning or Check,NA,x,NA,NA,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Turbidity, Conductivity",Yes,NA,NA,Deployed sensor,2022-05-17T20:45:00Z,2022-05-17T20:45:00Z,2022-05-17 13:45:00,2022,2022-05-17T20:45:00Z,0,NA
elkhornupper,Katie Willi and Dan Nicks,2022-05-22,11:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,NA,Fortified installation,2022-05-22T18:00:00Z,2022-05-22T18:00:00Z,2022-05-22 11:00:00,2022,2022-05-22T18:00:00Z,0,NA
elkhornupper,Eric Williams and Katie Willi,2022-06-01,09:05,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,do,RDO not logging any data,2022-06-01T16:05:00Z,2022-06-01T16:00:00Z,2022-06-01 09:00:00,2022,2022-06-01T16:00:00Z,0,NA
elkhornupper,Eric Williams,2022-06-13,09:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",Yes,No,"pH, ORP, Turbidity",Yes,NA,do,"RDO not working even after switching it to different port, replacing RDO cap, and replacing with other sonde's RDO",2022-06-13T16:15:00Z,2022-06-13T16:15:00Z,2022-06-13 09:15:00,2022,2022-06-13T16:15:00Z,0,NA
elkhornupper,Eric Williams,2022-06-20,11:30,Sensor Cleaning or Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20T18:30:00Z,2022-06-20T18:30:00Z,2022-06-20 11:30:00,2022,2022-06-20T18:30:00Z,0,NA
elkhornupper,Eric Williams,2022-07-08,12:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,Instrument clock off,2022-07-08T19:50:00Z,2022-07-08T19:45:00Z,2022-07-08 12:45:00,2022,2022-07-08T19:45:00Z,0,NA
elkhornupper,Katie Willi,2022-07-13,07:55,Sensor Cleaning or Check,NA,NA,NA,No,No,"Good (mostly black, white speckles)",No,No,Turbidity,No,NA,turbidity,Reset turbidity to factory settings. DT was off so reset log with appropriate time. 1/5/1970 11:45 MDT = 7/13/2022 08:55 MDT,2022-07-13T14:55:00Z,2022-07-13T14:45:00Z,2022-07-13 07:45:00,2022,2022-07-13T14:45:00Z,0,NA
elkhornupper,Katie Willi and Cory Dick,2022-08-11,08:35,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,Yes,NA,NA,Could not connect to VuLink,2022-08-11T15:35:00Z,2022-08-11T15:30:00Z,2022-08-11 08:30:00,2022,2022-08-11T15:30:00Z,0,NA
elkhornupper,Eric Williams,2022-08-27,13:25,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,"Calibrated, replaced batteries, created new log, and updated instrument time to correct time",2022-08-27T20:25:00Z,2022-08-27T20:15:00Z,2022-08-27 13:15:00,2022,2022-08-27T20:15:00Z,0,NA
elkhornupper,Katie Willi and Cory Dick,2022-09-13,09:42,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity",Yes,No,NA,Cleaned sonde and calibrated. Batteries are dropping faster (probably cold nights),2022-09-13T16:42:00Z,2022-09-13T16:30:00Z,2022-09-13 09:30:00,2022,2022-09-13T16:30:00Z,0,NA
elkhornupper,Katie Willi,2022-10-21,09:20,Sensor Cleaning or Check,x,NA,NA,NA,NA,NA,NA,NA,None,No,field pics taken,NA,Pulled sensor for winter.,2022-10-21T16:20:00Z,2022-10-21T16:15:00Z,2022-10-21 09:15:00,2022,2022-10-21T16:15:00Z,1,NA
joei,"Sam Struthers, Juan De La Torre",2023-09-05,10:52,Sensor Cleaning or Check,NA,x,Deployed AT700: 1054431,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,Deployed sonde then sampled.,2023-09-05T17:52:00Z,2023-09-05T17:45:00Z,2023-09-05 10:45:00,2023,2023-09-05T17:45:00Z,0,NA
joei,Sam Struthers,2023-09-21,09:27,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,RDO,yes,"No, field pics taken",NA,"Downloaded log from 9/5-9/21, cleaned sensors, very clean, live readings were good other than RDO (65%), calibrated RDO then live readings looked good. Saw this at other sites but I think its just a baro issue with live readings",2023-09-21T16:27:00Z,2023-09-21T16:15:00Z,2023-09-21 09:15:00,2023,2023-09-21T16:15:00Z,0,NA
joei,"Sam Struthers, Juan De La Torre",2023-10-05,08:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,"No, Field pics taken",NA,"Downloaded log 9/21-10/05, swapped 15 ft cable for a 6 ft cable, redeployed,started new log,  depth decreased by 0.05. Disconncected at 9:00 mdt",2023-10-05T15:45:00Z,2023-10-05T15:45:00Z,2023-10-05 08:45:00,2023,2023-10-05T15:45:00Z,0,NA
legacy,"Katie WIlli, Nick Gubbins",2021-08-17,11:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Poor (lots of white),No,No,None,No,NA,NA,Sonde pulled and cleaned,2021-08-17T18:50:00Z,2021-08-17T18:45:00Z,2021-08-17 11:45:00,2021,2021-08-17T18:45:00Z,0,NA
legacy,Katie Willi,2021-10-04,13:20,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Poor (lots of white),No,No,None,No,No,NA,Sonde cleaned,2021-10-04T20:20:00Z,2021-10-04T20:15:00Z,2021-10-04 13:15:00,2021,2021-10-04T20:15:00Z,0,NA
legacy,Katie Willi,2021-10-05,11:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Poor (lots of white),No,No,None,No,No,NA,Replaced batteries in sonde,2021-10-05T18:00:00Z,2021-10-05T18:00:00Z,2021-10-05 11:00:00,2021,2021-10-05T18:00:00Z,0,NA
legacy,Katie Willi,2021-10-22,13:12,Sensor Cleaning or Check,NA,NA,NA,No,Yes,Poor (lots of white),No,No,None,No,No,NA,"Checked sensor, download data",2021-10-22T20:12:00Z,2021-10-22T20:00:00Z,2021-10-22 13:00:00,2021,2021-10-22T20:00:00Z,0,NA
legacy,Katie Willi,2021-12-04,12:10,Sensor Cleaning or Check,x,NA,NA,No,Yes,Poor (lots of white),No,No,None,No,No,NA,Pulled sensor for winter,2021-12-04T19:10:00Z,2021-12-04T19:00:00Z,2021-12-04 12:00:00,2021,2021-12-04T19:00:00Z,1,NA
legacy,Katie Willi and Eric Williams,2022-04-06,17:30,Sensor Cleaning or Check,NA,x,NA,No,Yes,Poor (lots of white),No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,Deployed sonde.,2022-04-07T00:30:00Z,2022-04-07T00:30:00Z,2022-04-06 17:30:00,2022,2022-04-07T00:30:00Z,0,NA
legacy,Katie Willi,2022-04-12,09:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Poor (lots of white),No,No,Level,No,NA,level,Re-calibrated level.,2022-04-12T16:30:00Z,2022-04-12T16:30:00Z,2022-04-12 09:30:00,2022,2022-04-12T16:30:00Z,0,NA
legacy,Katie Willi,2022-04-24,08:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Poor (lots of white),No,No,None,No,NA,vulink,"Put new batteries in VuLink, VuLink was not working properly previously.",2022-04-24T15:00:00Z,2022-04-24T15:00:00Z,2022-04-24 08:00:00,2022,2022-04-24T15:00:00Z,0,NA
legacy,Eric Williams,2022-04-30,16:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",Yes,No,ORP,Yes,NA,NA,"Will check rock on PVC next time I come, pH and conductivity need to be switched to be adjacent. Discharge was nearing 200cfs and kind of scary to stand in but I'd like to try to get out in the water here to fix and calibrate the pH and conductivity junctions. Swapped RDO cap.",2022-04-30T23:45:00Z,2022-04-30T23:45:00Z,2022-04-30 16:45:00,2022,2022-04-30T23:45:00Z,0,NA
